name,description,cuisine,course,diet,ingredients_name,ingredients_quantity,prep_time (in mins),cook_time (in mins),instructions,Season
Mangalorean Style Ambe Upkari Recipe - Ripe Mango Curry,"Mangalorean Style Ambe Upkari Recipe is a spicy, tangy - sweet curry made with ripe mangoes, along with some jaggery, and the addition of simple South Indian spices, and finished off with a classic tadka that instantly lifts up the dish. ",Mangalorean,Side Dish,Vegetarian,"Mango (Ripe), Jaggery, Green Chillies, Ghee, Dry Red Chillies, White Urad Dal (Split), Mustard seeds (Rai/ Kadugu), Asafoetida (hing)","6 Mango (Ripe) , (fibrous smaller variety suits best)  1/2 cup Jaggery , powdered (adjust to sweetness of mangoes)  2 Green Chillies , (adjust to taste)  1 teaspoon Ghee , or coconut oil  2 Dry Red Chillies  1/2 teaspoon White Urad Dal (Split)  1/2 teaspoon Mustard seeds (Rai/ Kadugu)  1 pinch Asafoetida (hing)",20,20,"To begin making Mangalorean Style Ambe Upkari Recipe, wash mangoes well. Peel the skin with your hands. Some mango pulp will be adhering to the skin; that is ok; it will not go waste.Place the peeled mango in a saucepan and the peels in a bowl.Add water, about 1/4 cup to the bowl with the mango peels, just enough that they are dipped in water.Keep squeezing the peels well in the bowl with your hands to remove the pulp still sticking to it as much as possible.Transfer this water to the saucepan containing the peeled ripe mangoes. Keep repeating (adding more water) until the water is almost clear.Add slit green chillies to the mangoes in the saucepan. Heat on medium heat and bring to a boil.Once it comes to a boil, reduce the heat and simmer for about 10 to 15 minutes until the mangoes are cooked well and become soft; about 15 to 20 minutes.Add jaggery to taste along with some salt; adjust to suit your taste; mix well.Simmer for about 5 minutes or more until you get a good consistency.We love our mango curry a bit diluted; but if you want a thicker gravy, you can add a slurry of rice flour in water (about 2 to 3 teaspoons of rice flour in ¼ cup of water) to the boiling curry and boil until thick.Now, it is time to season or temper the curry.In a small saucepan, heat ghee. Once the ghee is hot, add mustard seeds and when they start to splutter and crackle, add the dry red chillies and hing.Immediately add to the curry and give it a good stir.Sweet, tangy and exotic Konkani style mango curry is ready.Mangalorean Style Ambe Upkari Recipe is usually served as a side dish with a South Indian Meal of Steamed rice, Mangalorean Style Sajjige Rotti, steamed rice, Sprouted Moong Dal Curry and Mangalorean Style Sonay Sukka Recipe (Dry Chickpea Stir Fry Recipe).",Summer
Carrot Cake Overnight Oats Recipe,"Carrot Cake Overnight is a healthy blend of whole grains, and is loaded with protein to kickstart your morning, and fibre to keep you going for a long day ahead. Oatmeal is a convenient, wholesome and quick breakfast option and everybody has their favourite way to prepare them. This recipe for overnight oats reduces the effort it takes to cook the oats and instead allows them to soak overnight. Same delicious oats minus the effort, but not without the benefits. The oats can be put together in minutes, the night before and you can wake up to a healthy breakfast. ",Continental,World Breakfast,Vegetarian,"Almond Milk (Badam Milk), Hung Curd (Greek Yogurt), Vanilla Extract, Carrots (Gajjar), Cinnamon Powder (Dalchini), Salt, Nutmeg powder, Chia Seeds, Honey, Dessicated Coconut, Rolled Oats, Mixed nuts, Granola","1-1/4 cup Almond Milk (Badam Milk)  1/2 cup Hung Curd (Greek Yogurt)  2 teaspoon Vanilla Extract  1/2 cup Carrots (Gajjar) , grated  1 teaspoon Cinnamon Powder (Dalchini)  1 pinch Salt  1 pinch Nutmeg powder  2 teaspoon Chia Seeds  2 tablespoon Honey , or as needed  2 tablespoon Dessicated Coconut  1 1/4 cup Rolled Oats  1/3 cup Mixed nuts , roughly chopped Granola , and more nuts for topping",300,10,"To make the Carrot Cake Overnight Oats, mix together all the ingredients, except the granola and nuts for topping, in a medium sized bowl.Stir them all well until it is fully combined.Divide the oats mixture into smaller mason jars or single serving bowls. Cover them and refrigerate overnight or for at least for 3 hours, until the oats soak up the liquid and turn soft and tender.At breakfast time, when ready to eat, top with some nuts or granola. If you prefer your oats warm, microwave the jar/bowl for 40 to 50 seconds.Serve the Carrot Cake Overnight Oats along with a bowl of fruits.",Summer
Aubergine in Spicy Peanut Sauce Recipe,Aubergine in Spicy Peanut Sauce Recipe is made with Aubergine/eggplant which are the vegetables that are probably less versatile in Indian kitchen. This Aubergine in Spicy Peanut Sauce is a mildly spiced curry with very distinct Thai flavours. It is a flavourful dish which is very easy to make in no time. You can also substitute ginger with the Thai galangal to make it even more pungent and flavourful. Serve the Aubergine in Spicy Peanut Sauce with Chilli Coriander Fried Rice for a light lunch.,Thai,Dinner,Vegetarian,"Brinjal (Baingan / Eggplant), Raw Peanuts (Moongphali), Fresh coconut, Galangal, Ginger, Coriander (Dhania) Leaves, Green Chillies, Oil, Salt","500 grams Brinjal (Baingan / Eggplant) , small green seedless variety cut in long slices  1/4 cup Raw Peanuts (Moongphali) , dry roasted  2 tablespoons Fresh coconut , grated  2 Galangal , or Ginger  1 teaspoon Ginger , julienne for garnish  2 sprig Coriander (Dhania) Leaves  2 Green Chillies  2 teaspoon Oil Salt , to taste",15,20,"To begin making Aubergine in Spicy Peanut Sauce, cut the aubergines in long strips and soak it in water in order to avoid oxidizing further.Heat a pan/Kadai in low flame, add oil, the sliced aubergine and sauté for a minute. Keep stirring it in little intervals until done.In the meanwhile, make a fine paste of roasted peanuts, grated coconut, coriander leaves, green chillies, and ginger/galangal with a little water using a mixer grinder.Add this paste to the cooked aubergines and add a cup of water, let it cook and thicken a bit. Adjust the water as per your required consistency.Season with salt, bring it to a boil and switch off the flame.Garnish with ginger juliennes and serve the flavourful Aubergine in Spicy Peanut Sauce with Chilli Coriander Fried Rice for a light lunch",All Season
Dhania Wale Aloo Recipe - Coriander Potato Dry,"Navratri is one of the holiest festivals celebrated in India where the goddess Durga is worshiped in its various forms for nine days. Many people from the northern part of India fast on these nine days, and follow a restricted diet with few chosen ingredients without the use of onion and garlic in it.",Indian,Lunch,Vegetarian,"Baby Potatoes, Cumin powder (Jeera), Black pepper powder, Garam masala powder, Lemon juice, Sesame seeds (Til seeds), Ghee, Rock Salt, Coriander (Dhania) Leaves, Ginger, Green Chilli","500 grams Baby Potatoes  1/2 teaspoon Cumin powder (Jeera)  1/2 teaspoon Black pepper powder  1/2 teaspoon Garam masala powder , optional  2 teaspoons Lemon juice  2 teaspoons Sesame seeds (Til seeds) , dry roasted  1 tablespoon Ghee , or clarified butter Rock Salt , you can use the normal salt too Ingredients for dhania chutney 1 cup Coriander (Dhania) Leaves , roughly chopped  1 inch Ginger  1 Green Chilli",10,30,"To begin making the Dhania Wale Aloo Recipe, wash and boil the baby potatoes in a pressure cooker to two whistles (until they are cooked yet firm), peel and keep aside.Also, dry roast sesame seeds in a pan in low heat to golden brown colour and keep aside.Next, add all the ingredients mentioned in the 'Dhania Chutney' including coriander leaves, green chillies, ginger and grind it to a smooth paste with little water using a hand blender or mixer and keep aside.Heat ghee in a heavy bottomed pan on low flame, add the cumin seeds powder, pepper, garam masala and sendha namak or rock salt.Add the boiled baby potatoes and sauté until they are mildly roasted in low heat. This will take around 10 minutes.Now, add the dhania chutney that we prepared earlier to the potatoes and give it a good toss.Let the potatoes simmer for 10 minutes, occasionally stir in-between, until the potatoes are well coated by the masala paste.Switch off the flame, add the lemon juice and give it a good toss.Garnish with toasted sesame seeds and serve hot. Serve Dhania Wale Aloo along with Phulkas and Palak Raita for a weekday lunch or dinner.",Summer
Bendekayi Puli Koddel Recipe - Lady Finger In Coconut Tamarind Curry,"Bendekayi Puli Koddel Recipe is a simple yet delectable lady's finger curry cooked in freshly made coconut masala. It is spicy, sweet and tangy which makes it a perfect accompaniment with Steamed Rice. It is usually prepared using Ash Gourd or Pumpkin, however here we will be cooking with Okras/Bhindi/Lady Finger to give it a crunchy texture.",Mangalorean,Side Dish,Vegetarian,"Bhindi (Lady Finger/Okra), Salt, Oil, Fresh coconut, Methi Seeds (Fenugreek Seeds), Cumin seeds (Jeera), Dry Red Chillies, Coriander (Dhania) Seeds, Sesame seeds (Til seeds), Rice, Garlic, Tamarind Water, Turmeric powder (Haldi), Jaggery, Water, Oil, Mustard seeds (Rai/ Kadugu), SSP Asafoetida (Hing), Dry Red Chillies, Curry leaves","200 grams Bhindi (Lady Finger/Okra) , cut into 1 inch Salt , to taste  2 teaspoons Oil Ingredients for the masala 1/2 cup Fresh coconut , grated  1/2 teaspoon Methi Seeds (Fenugreek Seeds)  1 teaspoon Cumin seeds (Jeera)  6 Dry Red Chillies  2 teaspoon Coriander (Dhania) Seeds  2 tablespoons Sesame seeds (Til seeds)  2 teaspoons Rice  4 cloves Garlic  30 grams Tamarind Water  1/4 teaspoon Turmeric powder (Haldi)  2 tablespoons Jaggery  1/2 cup Water For seasoning 1 teaspoon Oil  1/2 teaspoon Mustard seeds (Rai/ Kadugu)  1/4 teaspoon SSP Asafoetida (Hing)  2 Dry Red Chillies  2 sprig Curry leaves",10,20,"To begin making the Bendekayi Puli Koddel Recipe, into a preheated pan, add oil and okra or Bendekayi. Sprinkle salt to taste and stir well. Cover and cook the okras till soft and roasted. Stir occasionally to ensure even cooking of the Okra.Now we will roast the masalas for the Bendekayi Puli Koddel.Into a preheated pan, add fenugreek seeds, cumin seeds, coriander seeds, sesame seeds, rice grains, dry red chillies, garlic and stir for 3 to 4 minutes until well roasted.Once done, add the coconut and roast for another 2 minutes. Turn off the heat after the coconut is light golden in color and allow it to cool. Once the coconut cools down, add the roasted masala to a mixer grinder along with tamarind, jaggery, water and blend to make a smooth paste and keep it aside.Add the ground masala into the pan with the roasted lady's finger. Add about 1/2 cup of water, salt to taste and bring the Bendekayi Puli Koddel to a brisk boil. Boil for 4 to 5 minutes until the curry has thickened and reached the desired consistency. Once done, switch off the gas.*For the seasoning:Heat oil in a tadka pan. Add mustard seeds and allow it to crackle. Once the mustard seeds have crackled, add asafoetida, dry red chillies and curry leaves. Turn off the heat after few seconds and pour the seasoning over the Bendekayi Puli Koddel. Give it a mix.Transfer the Bendekayi Puli Koddel into a serving bowl and serve.Serve the Bendekayi Puli Koddel Recipe along with Steamed Rice, Mangalorean Padengi Gassi and Elai Vadam for a comforting lunch.",Winter
Lebanese Spinach Triangle Pies Recipe,Lebanese Spinach Triangle Pies are delicious snacks that make a great party appetizer. Tossed and flavoured spinach along with few other ingredients are stuffed inside a pastry and later shaped cutely to form triangle pies. They are basically from Middle east. ,Middle Eastern,Snack,Vegetarian,"Active dry yeast, Sugar, Lukewarm Water, All Purpose Flour (Maida), Salt, Extra Virgin Olive Oil, Spinach, Onion, Feta Cheese, Pine nuts, Black pepper powder, All spice powder, Lemon juice, Extra Virgin Olive Oil, Salt","For the dough 1 tablespoon Active dry yeast  1 teaspoon Sugar  1 cup Lukewarm Water  3 cups All Purpose Flour (Maida)  1 teaspoon Salt  3 tablespoons Extra Virgin Olive Oil For the filling  3 cup Spinach , chopped   1 cup Onion , finely chopped   1/4 cup Feta Cheese  1/4 cup Pine nuts , or toasted chopped walnut   1 teaspoon Black pepper powder  1 teaspoon All spice powder  1/2 teaspoon Lemon juice  2 tablespoons Extra Virgin Olive Oil , + extra for brushing  Salt , to taste",15,30,"To begin making the Lebanese Spinach Triangle Pies recipe, take warm water, oil, sugar and salt. Add yeast to it and whisk it well. Set aside to activate for about 10 minutes.Sieve all purpose flour in a mixing bowl. Now add the flour mixture to the yeast solution.Mix well and knead it to a soft pliable dough. Set aside to rest in a warm place for 1-2 hours. Later you will observe that the dough would have risen.The next step is to prepare the filling. In a heavy bottomed pan, add oil. Once its hot add onion and saute till it turns translucent. Add chopped spinach, salt and saute till the moisture from it has evaporated. Switch off and allow to cool. After cooling add pepper powder, all spice powder, lime juice, feta cheese and pine nuts. Mix everything well and stuffing is ready.Now to make triangle pies, preheat the oven to 190 C.Divide the dough into lemon sized sized balls. Roll out each piece into a circle. Add 1-2 tablespoons of stuffing.Bring three sides of the dough together to centre and seal the edges to make a triangle.Place the Spinach Triangle Pies on the baking sheets and generously brush with olive oil. Bake in the oven for 18-20 minutes, or until golden brown. Enjoy hot or warm.Serve Lebanese Spinach Triangle Pies along with Baba Ganoush Recipe (Roasted Eggplant Middle Eastern Dip) or any other chutney of your choice.",Summer
Ridge Gourd Pachadi Recipe - Ridge Gourd Chutney,"Ridge gourd has many nutritional benefits as it is loaded with fibers, vitamins, and minerals. From an Ayurvedic point of view, ridge gourd increases vata and kapha, but it cools down and pacifies the dosha pitta in the body. Since the ridge gourd is low in saturated fat and cholesterol, it is the ideal diet for those who are looking for weight loss.",South Indian,Side Dish,Vegetarian,"Ridge Gourd (Turai/ Peerkangai), Green Chillies, Tamarind Paste, Garlic, Cumin seeds (Jeera), Salt, Oil","1 Ridge Gourd (Turai/ Peerkangai) , peeled and finely chopped  2 Green Chillies , sliced  2 teaspoons Tamarind Paste  2 cloves Garlic , chopped  1 teaspoon Cumin seeds (Jeera) Salt , to taste  1 teaspoon Oil",15,15,"To begin making the Ridge Gourd Pachadi Recipe, in a skillet heat a teaspoon of oil.Add the chopped ridge gourd, green chillies, tamarind and sauté on a low flame for 3-4 minutes or till ridge gourd is cooked and nicely coated in tamarind.Turn off the heat and let the mixture cool down before grinding.Put the cooked ridge gourd in a grinder along with the cumin and garlic. Grind to a smooth consistency using little water to get the desired consistency.But the pachadi should not be watery, instead it should be grainy and coarse in texture. Transfer Ridge Gourd Pachadi to a bowl. Check the salt and spices and adjust to suit your taste.Serve Ridge Gourd Pachadi with rasam, steamed rice and mixed vegetable curry.",All Season
Konkan Style Modachya Moongachi Amti Recipe-Sprouted Moong Bean Curry,"Modachya Moongachi Amti Recipe is a Konkani Style Sprouted Moong Bean Curry. Sprouted Moong Beans are a packed with proteins and are much healthier as compared to other lentils. This sprouted mung bean curry is a part of the very unique Konkan Cuisine of the coastal Maharashtra. Konkan cuisine predominantly uses desiccated or fresh coconut and kokum in its cuisine. Hence, the curry has a right balance of spice and tanginess.",Konkan,Lunch,Vegetarian,"Green Moong Dal (Whole), Oil, Mustard seeds (Rai/ Kadugu), Asafoetida (hing), Curry leaves, Salt, Onion, Dessicated Coconut, Dry Red Chillies, Garlic, Ginger, Cumin seeds (Jeera), Red Chilli powder, Turmeric powder (Haldi), Kokum (Malabar Tamarind)","1 cup Green Moong Dal (Whole)  2 teaspoons Oil , or ghee  1 teaspoon Mustard seeds (Rai/ Kadugu)  1 pinch Asafoetida (hing)  1 sprig Curry leaves Salt , to taste Ingredients for Masala Paste 1 Onion  2 tablespoons Dessicated Coconut  3 Dry Red Chillies  3 cloves Garlic  1 inch Ginger  1 teaspoon Cumin seeds (Jeera)  1/2 teaspoon Red Chilli powder  1/2 teaspoon Turmeric powder (Haldi)  1 Kokum (Malabar Tamarind) , or tomato",15,20,"To begin making Modachya Moongachi Amti Recipe, first pressure cook the sprouted moong beans with a little salt and two cups of water for one whistle. Once cooked, keep them aside.In the meantime, prepare a masala paste of onion, coconut, red chilies, garlic, ginger, cumin seeds, red chili powder, turmeric powder and kokum along with some water, and grind to a paste consistency in a mixer or a hand blender.Heat a wok in medium flame, pour oil, add the mustard seeds and asafoetida. Add the curry leaves and let it splutter.Add the cooked sprouted moong beans and stir it.Now add the ground masala paste and enough water to your desired consistency and season with salt.Simmer for ten minutes and switch off the flame.Serve Modachya Moongachi Amti recipe with phulkas or steamed rice, cucumber salad and roasted papad for a filling weeknight dinner.",Summer
Slow Cooker Mexican Chicken Stew Recipe,"Mexican Chicken Stew is one such recipe that is typically made in a slow cooker and is served with a heavy garnish of Greek yogurt, sour cream, tortillas or nachos to company it.",Mexican,Main Course,Non Vegeterian,"Chicken thighs, Carrots (Gajjar), Sweet corn, Black beans, Onion, Green Bell Pepper (Capsicum), Tomato, Chicken stock, Red Chilli powder, Cumin powder (Jeera), Lemon juice, Salt and Pepper, Coriander (Dhania) Leaves","150 grams Chicken thighs , shredded  2 Carrots (Gajjar) , diced  1 cup Sweet corn  1 cup Black beans , (optional)  1 Onion , sliced  1 Green Bell Pepper (Capsicum) , diced  1 cup Tomato , chopped  1 cup Chicken stock  1 teaspoon Red Chilli powder  1 teaspoon Cumin powder (Jeera)  2 teaspoons Lemon juice  1-1/2 teaspoons Salt and Pepper  2 tablespoons Coriander (Dhania) Leaves , chopped",0,360,"To begin making the Slow Cooker Mexican Chicken Stew recipe, Heat a pressure cooker with oil, add the onions and carrot, fry till the onions become translucent. This will take about 4-5 minutes on medium flame. Now add the bell peppers and corn along with tomato and give it a saute for 2 minutes. Next add in your spice powders - chilli powder, cumin powder and salt. Add the chicken thighs and black beans. Mix all the ingredients together. Add about 1 cup water and cook for about 1 hour on a slow cooker and on a normal cooker you can cook for about 4 whistle or 30 minutes. Release the pressure naturally and you can garnish with some coriander leaves and serve. Serve Slow Cooker Mexican Chicken Stew along with Herbed Butter Garlic Quinoa Recipe and Chilled Sweet & Sour Cucumber Noodle Salad Recipe for a complete wholesome weekend meal.",Summer
Saunf Wale Aloo Baingan Recipe - Fennel Spiced Potato And Eggplant,Saunf Wale Aloo Baingan Recipe is a tasty dish that is spiced with fennel seeds powder. Potatoes and brinjals are a classic combination and are preferred the most. The saunf has a strong flavor and aroma that is handled very carefully. Not all vegetables go well with the flavour of fennel seeds but this Saunf Wale Aloo Baingan Recipe is an exemption.,Indian,Lunch,Vegetarian,"Brinjal (Baingan / Eggplant), Potatoes (Aloo), Onion, Cumin seeds (Jeera), Ginger Garlic Paste, Red Chilli powder, Turmeric powder (Haldi), Oil, Coriander (Dhania) Leaves, Salt, Coriander (Dhania) Seeds, Fennel seeds (Saunf)","1 cup Brinjal (Baingan / Eggplant) , cut in cubes  1/2 cup Potatoes (Aloo) , boiled and cut in cubes  1 Onion , sliced  1 teaspoon Cumin seeds (Jeera)  1 teaspoon Ginger Garlic Paste  1 teaspoon Red Chilli powder  1 teaspoon Turmeric powder (Haldi)  2 teaspoons Oil Coriander (Dhania) Leaves , Few sprigs, finely chopped for garnish Salt , to taste  1 tablespoon Coriander (Dhania) Seeds  1 tablespoon Fennel seeds (Saunf)",10,20,"To begin making Saunf Wale Aloo Baingan, heat a wok in medium flame. Pour oil and add the cumin seeds, let them fry.Now add the sliced onions, and sauté till the onions become translucent.Add the ginger garlic paste and cook for two more minutes.Now add the brinjal cubes and sauté, once the brinjals are half cooked add the boiled potatoes cubes.Stir them and leave them to fry for 2 to 3 minutes. It's time to add the spices, add chili powders, turmeric powder, and some salt. Give it a stir and cook them by closing it with a lid.Wait until the vegetables are cooked well.In the mean, take another small pan and dry roast the coriander and fennel seeds in low flame till aromatic. Grind it using a mixer to a coarse powder.Now, transfer the aromatic fennel and coriander powder to the vegetables and stir it in open for few minutes.Garnish with finely chopped coriander leaves and switch off the flame.Serve Saunf Wale Aloo Baingan with roti's and dal tadka to make it a weeknight dinner.",Monsoon
Padipe Saasmi Recipe - Udupi Style Amaranth Leaves Curry With Coconut & Tamarind,Cuisine of our country is amazing and the variety of spinach we get is even better. Variety of spinach used in different kind of dishes and in all the cuisines of India makes our culinary culture rich and amazing.,Udupi,Side Dish,Vegetarian,"Red Amaranth Leaves, Fresh coconut, Dry Red Chillies, Green Chillies, Mustard seeds (Rai/ Kadugu), Cumin seeds (Jeera), Tamarind, Salt, Oil, Oil, Mustard seeds (Rai/ Kadugu), Dry Red Chillies, White Urad Dal (Split), Curry leaves","12 sprig Red Amaranth Leaves , You can use spinach also   1 cup Fresh coconut , grated  4 Dry Red Chillies  2 Green Chillies  1 teaspoon Mustard seeds (Rai/ Kadugu)  1 teaspoon Cumin seeds (Jeera)  1 Tamarind , marble sized Salt , to taste  1-1/2 teaspoon Oil For tempering 1 teaspoon Oil  1 teaspoon Mustard seeds (Rai/ Kadugu)  2 Dry Red Chillies  1 teaspoon White Urad Dal (Split)  1 sprig Curry leaves",15,20,"To begin making the Padipe Saasmi Recipe, pluck the amaranth leaves, include some of the tender stem as well. Wash the leaves and stem well in water. Drain the leaves from water. Chop them finely. Soak tamarind in 1/2 cup water for about 30 minutes.Grind together coconut, dry red chilies, green chillies, mustard seeds and cumin seeds into a thick and smooth paste.Heat oil in a heavy bottomed pan. Add the ground paste and cook until the raw smell is gone.Add chopped spinach/amaranth leaves and saute for about 5 to 7 minutes. Add salt to taste and tamarind extract or juice to the curry.Heat oil in a tadka pan. Add mustard seeds and allow it to splutter. Add dry red chilies, urad dal and curry leaves. Once urad dal begin to turn golden brown remove the pan from heat and pour it into the spinach curry. Turn off flame and serve hot.Serve Padipe Saasmi along with Mixed Vegetable Sambar and Steamed Rice for a weekday meal.",All Season
