Food_Combo_ID,Season,Combo_Type,Food_Menu_Item_Main,Food_Menu_Item_Side_Dish,Food_Menu_Item_Dessert_Name,Waste_Risk_Score,Waste_Risk_Level,Estimated_Waste_Reduction_Percentage,Recommended_Strategies
198,Spring,Dinner Combo (Soup+Main+Beverage),One Pot Aloo Gobi Sabzi Recipe Using Preethi Electric Pressure Cooker,Fruit Sandwich Recipe,Eggless Chocolate Banana Cake Recipe ,0.352,Medium,40,Track daily usage & adjust portions; Bulk prep & chilled storage; Use bulk purchasing & long-shelf ingredients; Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Source local seasonal produce to reduce spoilage and transport loss
199,Spring,Lunch Combo (Main+Side+Dessert),One Pot Aloo Gobi Sabzi Recipe Using Preethi Electric Pressure Cooker,Muttaikose Poriyal Recipe -  Purple Cabbage Poriyal | Red Cabbage Sabzi,Papaya Sorbet Recipe,0.417,Medium,33,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Source local seasonal produce to reduce spoilage and transport loss"
200,Spring,Dinner Combo (Soup+Main+Beverage),One Pot Aloo Gobi Sabzi Recipe Using Preethi Electric Pressure Cooker,Muesli Banana Fritters Recipe,Papaya Sorbet Recipe,0.397,Medium,39,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Source local seasonal produce to reduce spoilage and transport loss"
201,Spring,Lunch Combo (Main+Side+Dessert),One Pot Aloo Gobi Sabzi Recipe Using Preethi Electric Pressure Cooker,Karamani Sundal Recipe - Spicy Tossed Black Eyed Beans Recipe),Papaya Sorbet Recipe,0.447,Medium,33,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Source local seasonal produce to reduce spoilage and transport loss"
202,Spring,Dinner Combo (Soup+Main+Beverage),One Pot Aloo Gobi Sabzi Recipe Using Preethi Electric Pressure Cooker,Nutty Pineapple Tutti Frutti Cake Recipe (White Fruitcake),Papaya Sorbet Recipe,0.472,Medium,34,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Source local seasonal produce to reduce spoilage and transport loss"
203,Spring,Lunch Combo (Main+Side+Dessert),One Pot Aloo Gobi Sabzi Recipe Using Preethi Electric Pressure Cooker,Muttaikose Poriyal Recipe -  Purple Cabbage Poriyal | Red Cabbage Sabzi,Eggless Chocolate Banana Cake Recipe ,0.372,Medium,42,Track daily usage & adjust portions; Bulk prep & chilled storage; Use bulk purchasing & long-shelf ingredients; Source local seasonal produce to reduce spoilage and transport loss
204,Spring,Dinner Combo (Soup+Main+Beverage),One Pot Aloo Gobi Sabzi Recipe Using Preethi Electric Pressure Cooker,Muesli Banana Fritters Recipe,Eggless Chocolate Banana Cake Recipe ,0.352,Medium,35,Track daily usage & adjust portions; Bulk prep & chilled storage; Use bulk purchasing & long-shelf ingredients; Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Source local seasonal produce to reduce spoilage and transport loss
205,All Season,Lunch Combo (Main+Side+Dessert),Thai coconut garlic rice recipe - Thai Coconut Garlic Rice Recipe,Padipe Saasmi Recipe - Udupi Style Amaranth Leaves Curry With Coconut & Tamarind,Sticky Date Pudding With Butterscotch Sauce Recipe,0.525,Medium,24,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Negotiate with suppliers for smaller/frequent deliveries of out-of-season items"
206,All Season,Dinner Combo (Soup+Main+Beverage),Thai coconut garlic rice recipe - Thai Coconut Garlic Rice Recipe,"Broccoli, Paneer & Peanut Sandwich Recipe ",Sticky Date Pudding With Butterscotch Sauce Recipe,0.58,Medium,23,Track daily usage & adjust portions; Batch small quantities; Use FIFO storage & rapid chill; Cross-utilize protein in stocks/soups; Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Negotiate with suppliers for smaller/frequent deliveries of out-of-season items
207,All Season,Lunch Combo (Main+Side+Dessert),Thai coconut garlic rice recipe - Thai Coconut Garlic Rice Recipe,Peanut Chutney Podi Recipe - Peanut Chutney Podi Recipe,Black And Green Grapes Panna Cotta Recipe,0.555,Medium,28,Track daily usage & adjust portions; Batch small quantities; Use FIFO storage & rapid chill; Cross-utilize protein in stocks/soups; Negotiate with suppliers for smaller/frequent deliveries of out-of-season items
208,All Season,Dinner Combo (Soup+Main+Beverage),Thai coconut garlic rice recipe - Thai Coconut Garlic Rice Recipe,चेट्टिनाड ड्राई पेप्पर चिकन रेसिपी - Chettinad Dry Pepper Chicken Recipe,Black And Green Grapes Panna Cotta Recipe,0.505,Medium,24,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Negotiate with suppliers for smaller/frequent deliveries of out-of-season items"
209,All Season,Lunch Combo (Main+Side+Dessert),चायनीज वेजिटेबल फ्राइड रेसिपी रेसिपी - Chinese Vegetable Fried Rice Recipe,चकुंदर पनीर करी रेसिपी -  Beetroot Paneer Curry Recipe In Coconut Milk,Apple Pocket Pie Recipe,0.345,Low,9,Track daily usage & adjust portions; Bulk prep & chilled storage; Use bulk purchasing & long-shelf ingredients; Negotiate with suppliers for smaller/frequent deliveries of out-of-season items
210,All Season,Dinner Combo (Soup+Main+Beverage),चायनीज वेजिटेबल फ्राइड रेसिपी रेसिपी - Chinese Vegetable Fried Rice Recipe,Garlic & Ginger Spiced Potato Wedges Recipe (Baked),Apple Pocket Pie Recipe,0.325,Low,23,Track daily usage & adjust portions; Bulk prep & chilled storage; Use bulk purchasing & long-shelf ingredients; Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Negotiate with suppliers for smaller/frequent deliveries of out-of-season items
211,All Season,Lunch Combo (Main+Side+Dessert),टमाटर पुलियोगरे रेसिपी - Spicy Tomato Rice (Recipe In Hindi),"चकुंदर, गाजर और ककड़ी का सलाद रेसिपी - Beetroot, Carrot & Cucumber Salad with Peanuts Recipe",Boondi Ki Kheer Recipe,0.345,Low,9,Track daily usage & adjust portions; Bulk prep & chilled storage; Use bulk purchasing & long-shelf ingredients; Negotiate with suppliers for smaller/frequent deliveries of out-of-season items
212,All Season,Dinner Combo (Soup+Main+Beverage),टमाटर पुलियोगरे रेसिपी - Spicy Tomato Rice (Recipe In Hindi),Mogre Ka Sharbat Recipe - Fresh Jasmine Drink ,Boondi Ki Kheer Recipe,0.4,Medium,27,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Negotiate with suppliers for smaller/frequent deliveries of out-of-season items"
213,All Season,Lunch Combo (Main+Side+Dessert),Bhoplya Cha Bhaarit Recipe - Maharashtra Pumpkin Sabzi,Delicious Herbed Hasselback Potatoes Recipe,Chocolate Salted Caramel Tart Recipe,0.345,Low,20,Track daily usage & adjust portions; Bulk prep & chilled storage; Use bulk purchasing & long-shelf ingredients; Negotiate with suppliers for smaller/frequent deliveries of out-of-season items
214,All Season,Dinner Combo (Soup+Main+Beverage),Bhoplya Cha Bhaarit Recipe - Maharashtra Pumpkin Sabzi,Æbleskivers Recipe- Danish Chocolate Pancake Puffs,Chocolate Salted Caramel Tart Recipe,0.4,Medium,23,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Negotiate with suppliers for smaller/frequent deliveries of out-of-season items"
215,All Season,Lunch Combo (Main+Side+Dessert),टमाटर पुलियोगरे रेसिपी - Spicy Tomato Rice (Recipe In Hindi),Telangana Style Barada Palya Recipe - Chan Dal Dry Sabzi,Khira Gaintha Recipe (Kheer Puli),0.375,Medium,29,Track daily usage & adjust portions; Bulk prep & chilled storage; Use bulk purchasing & long-shelf ingredients; Negotiate with suppliers for smaller/frequent deliveries of out-of-season items
216,All Season,Dinner Combo (Soup+Main+Beverage),टमाटर पुलियोगरे रेसिपी - Spicy Tomato Rice (Recipe In Hindi),"Oats, Cranberry And Walnut Bread Recipe",Khira Gaintha Recipe (Kheer Puli),0.4,Medium,31,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Negotiate with suppliers for smaller/frequent deliveries of out-of-season items"
217,All Season,Lunch Combo (Main+Side+Dessert),Bhoplya Cha Bhaarit Recipe - Maharashtra Pumpkin Sabzi,हरी मूंग दाल सुंदल रेसिपी - Green Moong Dal Sundal Recipe,Salted Caramel Sauce Recipe,0.345,Low,17,Track daily usage & adjust portions; Bulk prep & chilled storage; Use bulk purchasing & long-shelf ingredients; Negotiate with suppliers for smaller/frequent deliveries of out-of-season items
218,All Season,Dinner Combo (Soup+Main+Beverage),Bhoplya Cha Bhaarit Recipe - Maharashtra Pumpkin Sabzi,Chocolate Dipped Eggless Coconut Macaroon Recipe,Salted Caramel Sauce Recipe,0.4,Medium,23,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Negotiate with suppliers for smaller/frequent deliveries of out-of-season items"
219,All Season,Lunch Combo (Main+Side+Dessert),Thai coconut garlic rice recipe - Thai Coconut Garlic Rice Recipe,Gurellla Chutney Podi Recipe,Boondi Ki Kheer Recipe,0.525,Medium,19,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Negotiate with suppliers for smaller/frequent deliveries of out-of-season items"
220,All Season,Dinner Combo (Soup+Main+Beverage),Thai coconut garlic rice recipe - Thai Coconut Garlic Rice Recipe,Creamy and Silky Zucchini Soup Recipe ,Boondi Ki Kheer Recipe,0.505,Medium,25,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Negotiate with suppliers for smaller/frequent deliveries of out-of-season items"
221,All Season,Lunch Combo (Main+Side+Dessert),चायनीज वेजिटेबल फ्राइड रेसिपी रेसिपी - Chinese Vegetable Fried Rice Recipe,Konkani Style Batata Song Recipe - Dry Red Chili Potatoes Fry ,Gulab Jamun Trifle Recipe,0.345,Low,15,Track daily usage & adjust portions; Bulk prep & chilled storage; Use bulk purchasing & long-shelf ingredients; Negotiate with suppliers for smaller/frequent deliveries of out-of-season items
222,All Season,Dinner Combo (Soup+Main+Beverage),चायनीज वेजिटेबल फ्राइड रेसिपी रेसिपी - Chinese Vegetable Fried Rice Recipe,Cream of Pumpkin Soup Recipe,Gulab Jamun Trifle Recipe,0.4,Medium,35,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Negotiate with suppliers for smaller/frequent deliveries of out-of-season items"
223,All Season,Lunch Combo (Main+Side+Dessert),Thai coconut garlic rice recipe - Thai Coconut Garlic Rice Recipe,चकुंदर पनीर करी रेसिपी -  Beetroot Paneer Curry Recipe In Coconut Milk,Black And Green Grapes Panna Cotta Recipe,0.525,Medium,19,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Negotiate with suppliers for smaller/frequent deliveries of out-of-season items"
224,All Season,Dinner Combo (Soup+Main+Beverage),Thai coconut garlic rice recipe - Thai Coconut Garlic Rice Recipe,No Bake Oats Energy Bites Recipe,Black And Green Grapes Panna Cotta Recipe,0.58,Medium,23,Track daily usage & adjust portions; Batch small quantities; Use FIFO storage & rapid chill; Cross-utilize protein in stocks/soups; Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Negotiate with suppliers for smaller/frequent deliveries of out-of-season items
225,All Season,Lunch Combo (Main+Side+Dessert),Thai coconut garlic rice recipe - Thai Coconut Garlic Rice Recipe,Delicious Herbed Hasselback Potatoes Recipe,Brown Rice Flakes Pudding / Desi Poha Kheer Recipe,0.525,Medium,32,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Negotiate with suppliers for smaller/frequent deliveries of out-of-season items"
226,All Season,Dinner Combo (Soup+Main+Beverage),Thai coconut garlic rice recipe - Thai Coconut Garlic Rice Recipe,Poppetjes Recipe - Sweet Puffy Wheat Dumpling Recipe,Brown Rice Flakes Pudding / Desi Poha Kheer Recipe,0.58,Medium,32,Track daily usage & adjust portions; Batch small quantities; Use FIFO storage & rapid chill; Cross-utilize protein in stocks/soups; Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Negotiate with suppliers for smaller/frequent deliveries of out-of-season items
227,All Season,Lunch Combo (Main+Side+Dessert),चायनीज वेजिटेबल फ्राइड रेसिपी रेसिपी - Chinese Vegetable Fried Rice Recipe,पोट्टू कडलई चटनी रेसिपी - Roasted Chickpea Chutney Recipe ,Brown Rice Flakes Pudding / Desi Poha Kheer Recipe,0.345,Low,9,Track daily usage & adjust portions; Bulk prep & chilled storage; Use bulk purchasing & long-shelf ingredients; Negotiate with suppliers for smaller/frequent deliveries of out-of-season items
228,All Season,Dinner Combo (Soup+Main+Beverage),चायनीज वेजिटेबल फ्राइड रेसिपी रेसिपी - Chinese Vegetable Fried Rice Recipe,चेट्टिनाड ड्राई पेप्पर चिकन रेसिपी - Chettinad Dry Pepper Chicken Recipe,Brown Rice Flakes Pudding / Desi Poha Kheer Recipe,0.325,Low,15,Track daily usage & adjust portions; Bulk prep & chilled storage; Use bulk purchasing & long-shelf ingredients; Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Negotiate with suppliers for smaller/frequent deliveries of out-of-season items
229,All Season,Lunch Combo (Main+Side+Dessert),चायनीज वेजिटेबल फ्राइड रेसिपी रेसिपी - Chinese Vegetable Fried Rice Recipe,Pakistani Style Tinde Ki Tarkari Recipe - Apple Gourds Cooked With Tomatoes,Boondi Ki Kheer Recipe,0.375,Medium,19,Track daily usage & adjust portions; Bulk prep & chilled storage; Use bulk purchasing & long-shelf ingredients; Negotiate with suppliers for smaller/frequent deliveries of out-of-season items
230,All Season,Dinner Combo (Soup+Main+Beverage),चायनीज वेजिटेबल फ्राइड रेसिपी रेसिपी - Chinese Vegetable Fried Rice Recipe,Creamy and Silky Zucchini Soup Recipe ,Boondi Ki Kheer Recipe,0.325,Low,14,Track daily usage & adjust portions; Bulk prep & chilled storage; Use bulk purchasing & long-shelf ingredients; Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Negotiate with suppliers for smaller/frequent deliveries of out-of-season items
231,All Season,Lunch Combo (Main+Side+Dessert),Thai coconut garlic rice recipe - Thai Coconut Garlic Rice Recipe,उत्तर कनारा खट्टी मीठी आम की चटनी रेसिपी - North Kanara Sweet And Sour Raw Mango Chutney Recipe,Khira Gaintha Recipe (Kheer Puli),0.525,Medium,31,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Negotiate with suppliers for smaller/frequent deliveries of out-of-season items"
232,All Season,Dinner Combo (Soup+Main+Beverage),Thai coconut garlic rice recipe - Thai Coconut Garlic Rice Recipe,Swedish Saffron Buns Recipe,Khira Gaintha Recipe (Kheer Puli),0.58,Medium,27,Track daily usage & adjust portions; Batch small quantities; Use FIFO storage & rapid chill; Cross-utilize protein in stocks/soups; Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Negotiate with suppliers for smaller/frequent deliveries of out-of-season items
233,All Season,Lunch Combo (Main+Side+Dessert),Thai coconut garlic rice recipe - Thai Coconut Garlic Rice Recipe,चकुंदर पनीर करी रेसिपी -  Beetroot Paneer Curry Recipe In Coconut Milk,Brown Rice Flakes Pudding / Desi Poha Kheer Recipe,0.525,Medium,24,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Negotiate with suppliers for smaller/frequent deliveries of out-of-season items"
234,All Season,Dinner Combo (Soup+Main+Beverage),Thai coconut garlic rice recipe - Thai Coconut Garlic Rice Recipe,Creamy and Silky Zucchini Soup Recipe ,Brown Rice Flakes Pudding / Desi Poha Kheer Recipe,0.505,Medium,33,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Negotiate with suppliers for smaller/frequent deliveries of out-of-season items"
235,All Season,Lunch Combo (Main+Side+Dessert),Thai coconut garlic rice recipe - Thai Coconut Garlic Rice Recipe,Creamy Garlic Mashed Potatoes Recipe,Black And Green Grapes Panna Cotta Recipe,0.6,Medium,31,Track daily usage & adjust portions; Batch small quantities; Use FIFO storage & rapid chill; Cross-utilize protein in stocks/soups; Negotiate with suppliers for smaller/frequent deliveries of out-of-season items
236,All Season,Dinner Combo (Soup+Main+Beverage),Thai coconut garlic rice recipe - Thai Coconut Garlic Rice Recipe,Cream of Pumpkin Soup Recipe,Black And Green Grapes Panna Cotta Recipe,0.58,Medium,23,Track daily usage & adjust portions; Batch small quantities; Use FIFO storage & rapid chill; Cross-utilize protein in stocks/soups; Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Negotiate with suppliers for smaller/frequent deliveries of out-of-season items
237,All Season,Lunch Combo (Main+Side+Dessert),चायनीज वेजिटेबल फ्राइड रेसिपी रेसिपी - Chinese Vegetable Fried Rice Recipe,पोट्टू कडलई चटनी रेसिपी - Roasted Chickpea Chutney Recipe ,Eggless Easy Chocolate Cake Recipe - Vegan Option,0.345,Low,18,Track daily usage & adjust portions; Bulk prep & chilled storage; Use bulk purchasing & long-shelf ingredients; Negotiate with suppliers for smaller/frequent deliveries of out-of-season items
238,All Season,Dinner Combo (Soup+Main+Beverage),चायनीज वेजिटेबल फ्राइड रेसिपी रेसिपी - Chinese Vegetable Fried Rice Recipe,"Oats, Cranberry And Walnut Bread Recipe",Eggless Easy Chocolate Cake Recipe - Vegan Option,0.4,Medium,37,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Negotiate with suppliers for smaller/frequent deliveries of out-of-season items"
239,All Season,Lunch Combo (Main+Side+Dessert),चायनीज वेजिटेबल फ्राइड रेसिपी रेसिपी - Chinese Vegetable Fried Rice Recipe,Delicious Herbed Hasselback Potatoes Recipe,Doodanche Fov Recipe (Goan Style Milk Beaten Rice/Poha In Milk),0.345,Low,18,Track daily usage & adjust portions; Bulk prep & chilled storage; Use bulk purchasing & long-shelf ingredients; Negotiate with suppliers for smaller/frequent deliveries of out-of-season items
240,All Season,Dinner Combo (Soup+Main+Beverage),चायनीज वेजिटेबल फ्राइड रेसिपी रेसिपी - Chinese Vegetable Fried Rice Recipe,"Oats, Cranberry And Walnut Bread Recipe",Doodanche Fov Recipe (Goan Style Milk Beaten Rice/Poha In Milk),0.4,Medium,23,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Negotiate with suppliers for smaller/frequent deliveries of out-of-season items"
241,All Season,Lunch Combo (Main+Side+Dessert),Thai coconut garlic rice recipe - Thai Coconut Garlic Rice Recipe,हरी मूंग दाल सुंदल रेसिपी - Green Moong Dal Sundal Recipe,Eggless Cake Pops Recipe,0.525,Medium,21,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Negotiate with suppliers for smaller/frequent deliveries of out-of-season items"
242,All Season,Dinner Combo (Soup+Main+Beverage),Thai coconut garlic rice recipe - Thai Coconut Garlic Rice Recipe,Creamy and Silky Zucchini Soup Recipe ,Eggless Cake Pops Recipe,0.505,Medium,30,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Negotiate with suppliers for smaller/frequent deliveries of out-of-season items"
243,All Season,Lunch Combo (Main+Side+Dessert),चायनीज वेजिटेबल फ्राइड रेसिपी रेसिपी - Chinese Vegetable Fried Rice Recipe,Konkani Style Batata Song Recipe - Dry Red Chili Potatoes Fry ,Black And Green Grapes Panna Cotta Recipe,0.345,Low,17,Track daily usage & adjust portions; Bulk prep & chilled storage; Use bulk purchasing & long-shelf ingredients; Negotiate with suppliers for smaller/frequent deliveries of out-of-season items
244,All Season,Dinner Combo (Soup+Main+Beverage),चायनीज वेजिटेबल फ्राइड रेसिपी रेसिपी - Chinese Vegetable Fried Rice Recipe,Financiers Recipe - French Almond Tea Cake,Black And Green Grapes Panna Cotta Recipe,0.4,Medium,28,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Negotiate with suppliers for smaller/frequent deliveries of out-of-season items"
245,All Season,Lunch Combo (Main+Side+Dessert),Bhoplya Cha Bhaarit Recipe - Maharashtra Pumpkin Sabzi,Telangana Style Barada Palya Recipe - Chan Dal Dry Sabzi,Butterscotch Marshmallow Mousse Recipe,0.375,Medium,18,Track daily usage & adjust portions; Bulk prep & chilled storage; Use bulk purchasing & long-shelf ingredients; Negotiate with suppliers for smaller/frequent deliveries of out-of-season items
246,All Season,Dinner Combo (Soup+Main+Beverage),Bhoplya Cha Bhaarit Recipe - Maharashtra Pumpkin Sabzi,No Bake Chocolate Coated Muesli Bars Recipe,Butterscotch Marshmallow Mousse Recipe,0.4,Medium,38,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Negotiate with suppliers for smaller/frequent deliveries of out-of-season items"
247,All Season,Lunch Combo (Main+Side+Dessert),Thai coconut garlic rice recipe - Thai Coconut Garlic Rice Recipe,Creamy Garlic Mashed Potatoes Recipe,A Creamy & Delicious Gulkand Kulfi Recipe ,0.6,Medium,20,Track daily usage & adjust portions; Batch small quantities; Use FIFO storage & rapid chill; Cross-utilize protein in stocks/soups; Negotiate with suppliers for smaller/frequent deliveries of out-of-season items
248,All Season,Dinner Combo (Soup+Main+Beverage),Thai coconut garlic rice recipe - Thai Coconut Garlic Rice Recipe,Mogre Ka Sharbat Recipe - Fresh Jasmine Drink ,A Creamy & Delicious Gulkand Kulfi Recipe ,0.58,Medium,26,Track daily usage & adjust portions; Batch small quantities; Use FIFO storage & rapid chill; Cross-utilize protein in stocks/soups; Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Negotiate with suppliers for smaller/frequent deliveries of out-of-season items
249,All Season,Lunch Combo (Main+Side+Dessert),टमाटर पुलियोगरे रेसिपी - Spicy Tomato Rice (Recipe In Hindi),Telangana Style Barada Palya Recipe - Chan Dal Dry Sabzi,Chocolate Salted Caramel Tart Recipe,0.375,Medium,25,Track daily usage & adjust portions; Bulk prep & chilled storage; Use bulk purchasing & long-shelf ingredients; Negotiate with suppliers for smaller/frequent deliveries of out-of-season items
250,All Season,Dinner Combo (Soup+Main+Beverage),टमाटर पुलियोगरे रेसिपी - Spicy Tomato Rice (Recipe In Hindi),Delicious Spicy Chyawanprash Cookies Recipe,Chocolate Salted Caramel Tart Recipe,0.4,Medium,33,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Negotiate with suppliers for smaller/frequent deliveries of out-of-season items"
251,All Season,Lunch Combo (Main+Side+Dessert),चायनीज वेजिटेबल फ्राइड रेसिपी रेसिपी - Chinese Vegetable Fried Rice Recipe,Murungai Keerai Paruppu Usili Recipe - Drumstick Leaves & Toor Dal,PAA PAA EXCLUSION Kulfi Recipe,0.345,Low,9,Track daily usage & adjust portions; Bulk prep & chilled storage; Use bulk purchasing & long-shelf ingredients; Negotiate with suppliers for smaller/frequent deliveries of out-of-season items
252,All Season,Dinner Combo (Soup+Main+Beverage),चायनीज वेजिटेबल फ्राइड रेसिपी रेसिपी - Chinese Vegetable Fried Rice Recipe,Date Brownie Energy Bars Recipe,PAA PAA EXCLUSION Kulfi Recipe,0.325,Low,17,Track daily usage & adjust portions; Bulk prep & chilled storage; Use bulk purchasing & long-shelf ingredients; Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Negotiate with suppliers for smaller/frequent deliveries of out-of-season items
253,All Season,Lunch Combo (Main+Side+Dessert),टमाटर पुलियोगरे रेसिपी - Spicy Tomato Rice (Recipe In Hindi),Delicious Herbed Hasselback Potatoes Recipe,Eggless Cake Pops Recipe,0.345,Low,18,Track daily usage & adjust portions; Bulk prep & chilled storage; Use bulk purchasing & long-shelf ingredients; Negotiate with suppliers for smaller/frequent deliveries of out-of-season items
254,All Season,Dinner Combo (Soup+Main+Beverage),टमाटर पुलियोगरे रेसिपी - Spicy Tomato Rice (Recipe In Hindi),एप्पल कुकुम्बर सलाद रेसिपी - Apple Cucumber Salad Recipe,Eggless Cake Pops Recipe,0.325,Low,14,Track daily usage & adjust portions; Bulk prep & chilled storage; Use bulk purchasing & long-shelf ingredients; Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Negotiate with suppliers for smaller/frequent deliveries of out-of-season items
255,All Season,Lunch Combo (Main+Side+Dessert),चायनीज वेजिटेबल फ्राइड रेसिपी रेसिपी - Chinese Vegetable Fried Rice Recipe,पोट्टू कडलई चटनी रेसिपी - Roasted Chickpea Chutney Recipe ,Gulab Jamun Trifle Recipe,0.345,Low,9,Track daily usage & adjust portions; Bulk prep & chilled storage; Use bulk purchasing & long-shelf ingredients; Negotiate with suppliers for smaller/frequent deliveries of out-of-season items
256,All Season,Dinner Combo (Soup+Main+Beverage),चायनीज वेजिटेबल फ्राइड रेसिपी रेसिपी - Chinese Vegetable Fried Rice Recipe,Thenkuzhal Murukku Recipe - South Indian Snack,Gulab Jamun Trifle Recipe,0.325,Low,20,Track daily usage & adjust portions; Bulk prep & chilled storage; Use bulk purchasing & long-shelf ingredients; Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Negotiate with suppliers for smaller/frequent deliveries of out-of-season items
257,All Season,Lunch Combo (Main+Side+Dessert),Bhoplya Cha Bhaarit Recipe - Maharashtra Pumpkin Sabzi,Creamy Garlic Mashed Potatoes Recipe,Doodanche Fov Recipe (Goan Style Milk Beaten Rice/Poha In Milk),0.42,Medium,34,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Negotiate with suppliers for smaller/frequent deliveries of out-of-season items"
258,All Season,Dinner Combo (Soup+Main+Beverage),Bhoplya Cha Bhaarit Recipe - Maharashtra Pumpkin Sabzi,Perfect Gooey Mozzarella Garlic Bread Recipe,Doodanche Fov Recipe (Goan Style Milk Beaten Rice/Poha In Milk),0.4,Medium,34,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Negotiate with suppliers for smaller/frequent deliveries of out-of-season items"
